model,file_name,item_number,formula
EleutherAI/pythia-70m,npi_src_ever.json,19,( 6.031517505645752 < 8.12139892578125 ) & ( 2.910996675491333 < 2.974897861480713 ) & ( 6.031517505645752 < 2.974897861480713 )
EleutherAI/pythia-70m,npi_src_ever.json,20,( 5.910703659057617 < 8.17849063873291 ) & ( 2.983311176300049 < 2.861804485321045 ) & ( 5.910703659057617 < 2.861804485321045 )
EleutherAI/pythia-70m,npi_src_ever.json,21,( 6.241206169128418 < 8.691865921020508 ) & ( 2.8699276447296143 < 3.343961715698242 ) & ( 6.241206169128418 < 3.343961715698242 )
EleutherAI/pythia-70m,npi_src_ever.json,22,( 6.203807830810547 < 8.84607982635498 ) & ( 3.552173137664795 < 5.0851335525512695 ) & ( 6.203807830810547 < 5.0851335525512695 )
EleutherAI/pythia-70m,npi_src_ever.json,23,( 5.959340572357178 < 7.397671222686768 ) & ( 3.1421608924865723 < 3.620481014251709 ) & ( 5.959340572357178 < 3.620481014251709 )
EleutherAI/pythia-70m,npi_src_ever.json,24,( 5.312014579772949 < 7.366062641143799 ) & ( 2.8385021686553955 < 3.040236473083496 ) & ( 5.312014579772949 < 3.040236473083496 )
EleutherAI/pythia-70m,npi_src_ever.json,25,( 6.125903129577637 < 8.11346435546875 ) & ( 3.1442904472351074 < 3.5792465209960938 ) & ( 6.125903129577637 < 3.5792465209960938 )
EleutherAI/pythia-70m,npi_src_ever.json,26,( 6.226557731628418 < 8.357813835144043 ) & ( 2.839777708053589 < 3.662355661392212 ) & ( 6.226557731628418 < 3.662355661392212 )
EleutherAI/pythia-70m,npi_src_ever.json,27,( 5.84307861328125 < 8.270236015319824 ) & ( 3.243764638900757 < 4.060873031616211 ) & ( 5.84307861328125 < 4.060873031616211 )
EleutherAI/pythia-70m,npi_src_ever.json,28,( 5.548559188842773 < 6.571126461029053 ) & ( 2.4854702949523926 < 2.6570072174072266 ) & ( 5.548559188842773 < 2.6570072174072266 )
EleutherAI/pythia-70m,npi_src_ever.json,29,( 5.9012932777404785 < 8.373909950256348 ) & ( 2.229041337966919 < 2.6501269340515137 ) & ( 5.9012932777404785 < 2.6501269340515137 )
EleutherAI/pythia-70m,npi_src_ever.json,30,( 5.65220308303833 < 8.331735610961914 ) & ( 2.91276478767395 < 3.1157827377319336 ) & ( 5.65220308303833 < 3.1157827377319336 )
EleutherAI/pythia-70m,npi_src_ever.json,31,( 6.675660133361816 < 8.764694213867188 ) & ( 3.1547012329101562 < 3.8667211532592773 ) & ( 6.675660133361816 < 3.8667211532592773 )
EleutherAI/pythia-70m,npi_src_ever.json,32,( 5.596606731414795 < 8.866903305053711 ) & ( 3.372007131576538 < 4.5653581619262695 ) & ( 5.596606731414795 < 4.5653581619262695 )
EleutherAI/pythia-70m,npi_src_ever.json,33,( 5.549890041351318 < 6.865278244018555 ) & ( 2.7124171257019043 < 2.5885486602783203 ) & ( 5.549890041351318 < 2.5885486602783203 )
EleutherAI/pythia-70m,npi_src_ever.json,34,( 6.570746421813965 < 9.26564884185791 ) & ( 3.1695590019226074 < 3.372572422027588 ) & ( 6.570746421813965 < 3.372572422027588 )
EleutherAI/pythia-70m,npi_src_ever.json,35,( 6.339314937591553 < 8.22375774383545 ) & ( 3.3682408332824707 < 3.587006092071533 ) & ( 6.339314937591553 < 3.587006092071533 )
EleutherAI/pythia-70m,npi_src_ever.json,36,( 7.288447380065918 < 9.085214614868164 ) & ( 3.542677164077759 < 3.9098010063171387 ) & ( 7.288447380065918 < 3.9098010063171387 )
EleutherAI/pythia-70m,npi_src_ever.json,37,( 7.432614803314209 < 8.622777938842773 ) & ( 4.425274848937988 < 4.5963826179504395 ) & ( 7.432614803314209 < 4.5963826179504395 )
EleutherAI/pythia-70m,npi_src_ever.json,38,( 5.085615158081055 < 6.496580600738525 ) & ( 2.7512919902801514 < 2.649117946624756 ) & ( 5.085615158081055 < 2.649117946624756 )
EleutherAI/pythia-70m,npz_ambig.json,1,(9.858732223510742 > 6.95973539352417 ) &  (9.858732223510742 > 12.187004089355469 )  & ((9.858732223510742 - 6.95973539352417 ) > (12.187004089355469 - 7.46693229675293 ))
EleutherAI/pythia-70m,npz_ambig.json,11,(10.6229887008667 > 6.102170944213867 ) &  (10.6229887008667 > 10.622941970825195 )  & ((10.6229887008667 - 6.102170944213867 ) > (10.622941970825195 - 5.578690528869629 ))
EleutherAI/pythia-70m,npz_ambig.json,16,(8.21585464477539 > 7.127584457397461 ) &  (8.21585464477539 > 9.783346176147461 )  & ((8.21585464477539 - 7.127584457397461 ) > (9.783346176147461 - 6.72572135925293 ))
EleutherAI/pythia-70m,npz_ambig.json,22,(7.318808555603027 > 7.181278228759766 ) &  (7.318808555603027 > 11.083612442016602 )  & ((7.318808555603027 - 7.181278228759766 ) > (11.083612442016602 - 6.777249336242676 ))
EleutherAI/pythia-70m,npi_orc_ever.json,1,( 5.90940523147583 < 8.3068208694458 ) & ( 3.2913131713867188 < 2.8850245475769043 ) & ( 5.90940523147583 < 2.8850245475769043 )
EleutherAI/pythia-70m,npi_orc_ever.json,2,( 5.8740973472595215 < 8.281845092773438 ) & ( 3.524454355239868 < 3.8866920471191406 ) & ( 5.8740973472595215 < 3.8866920471191406 )
EleutherAI/pythia-70m,npi_orc_ever.json,3,( 5.042762279510498 < 6.961087703704834 ) & ( 2.57957124710083 < 4.004364490509033 ) & ( 5.042762279510498 < 4.004364490509033 )
EleutherAI/pythia-70m,npi_orc_ever.json,4,( 5.796185493469238 < 8.48962688446045 ) & ( 3.876737117767334 < 3.322275161743164 ) & ( 5.796185493469238 < 3.322275161743164 )
EleutherAI/pythia-70m,npi_orc_ever.json,5,( 6.122963905334473 < 7.985931396484375 ) & ( 2.5895349979400635 < 3.1930012702941895 ) & ( 6.122963905334473 < 3.1930012702941895 )
EleutherAI/pythia-70m,npi_orc_ever.json,6,( 6.3265485763549805 < 8.335777282714844 ) & ( 3.096487283706665 < 3.920560359954834 ) & ( 6.3265485763549805 < 3.920560359954834 )
EleutherAI/pythia-70m,npi_orc_ever.json,7,( 5.924413681030273 < 8.03480339050293 ) & ( 3.2567951679229736 < 3.8041367530822754 ) & ( 5.924413681030273 < 3.8041367530822754 )
EleutherAI/pythia-70m,npi_orc_ever.json,8,( 5.598833084106445 < 7.521160125732422 ) & ( 3.1479318141937256 < 3.8971080780029297 ) & ( 5.598833084106445 < 3.8971080780029297 )
EleutherAI/pythia-70m,npi_orc_ever.json,9,( 5.941673755645752 < 7.9536848068237305 ) & ( 3.769426107406616 < 4.0925397872924805 ) & ( 5.941673755645752 < 4.0925397872924805 )
EleutherAI/pythia-70m,npi_orc_ever.json,11,( 5.88818359375 < 8.268692970275879 ) & ( 2.893968105316162 < 3.4751877784729004 ) & ( 5.88818359375 < 3.4751877784729004 )
EleutherAI/pythia-70m,npi_orc_ever.json,12,( 6.191168785095215 < 8.672237396240234 ) & ( 3.2245092391967773 < 3.917564868927002 ) & ( 6.191168785095215 < 3.917564868927002 )
EleutherAI/pythia-70m,npi_orc_ever.json,13,( 5.1438140869140625 < 7.112276554107666 ) & ( 2.505162000656128 < 3.3972973823547363 ) & ( 5.1438140869140625 < 3.3972973823547363 )
EleutherAI/pythia-70m,npi_orc_ever.json,14,( 7.541685104370117 < 9.79930591583252 ) & ( 4.5436553955078125 < 5.840796947479248 ) & ( 7.541685104370117 < 5.840796947479248 )
EleutherAI/pythia-70m,npi_orc_ever.json,15,( 6.0565314292907715 < 8.100432395935059 ) & ( 2.541226387023926 < 3.2094831466674805 ) & ( 6.0565314292907715 < 3.2094831466674805 )
EleutherAI/pythia-70m,npi_orc_ever.json,16,( 6.09282112121582 < 8.509087562561035 ) & ( 3.227715253829956 < 3.0862226486206055 ) & ( 6.09282112121582 < 3.0862226486206055 )
EleutherAI/pythia-70m,npi_orc_ever.json,17,( 6.994606971740723 < 9.085993766784668 ) & ( 3.7271060943603516 < 4.445188045501709 ) & ( 6.994606971740723 < 4.445188045501709 )
EleutherAI/pythia-70m,npi_orc_ever.json,18,( 5.22390079498291 < 7.050227165222168 ) & ( 2.4620180130004883 < 2.985551357269287 ) & ( 5.22390079498291 < 2.985551357269287 )
EleutherAI/pythia-70m,npi_orc_ever.json,19,( 6.144628047943115 < 8.283912658691406 ) & ( 3.564573287963867 < 2.9728691577911377 ) & ( 6.144628047943115 < 2.9728691577911377 )
EleutherAI/pythia-70m,npi_orc_ever.json,20,( 5.691033363342285 < 7.639293670654297 ) & ( 3.701406478881836 < 3.774106502532959 ) & ( 5.691033363342285 < 3.774106502532959 )
EleutherAI/pythia-70m,npi_orc_ever.json,21,( 5.605834007263184 < 8.8998441696167 ) & ( 3.3177409172058105 < 3.542226791381836 ) & ( 5.605834007263184 < 3.542226791381836 )
EleutherAI/pythia-70m,npi_orc_ever.json,22,( 6.489873886108398 < 8.928871154785156 ) & ( 3.6404337882995605 < 4.416500091552734 ) & ( 6.489873886108398 < 4.416500091552734 )
EleutherAI/pythia-70m,npi_orc_ever.json,23,( 5.936742782592773 < 8.093521118164062 ) & ( 4.12358283996582 < 4.532486915588379 ) & ( 5.936742782592773 < 4.532486915588379 )
EleutherAI/pythia-70m,npi_orc_ever.json,24,( 4.7786545753479 < 7.651706695556641 ) & ( 3.0767343044281006 < 3.6096854209899902 ) & ( 4.7786545753479 < 3.6096854209899902 )
EleutherAI/pythia-70m,npi_orc_ever.json,25,( 6.366754055023193 < 8.325990676879883 ) & ( 3.4024200439453125 < 3.864506721496582 ) & ( 6.366754055023193 < 3.864506721496582 )
EleutherAI/pythia-70m,npi_orc_ever.json,26,( 5.752939701080322 < 8.367066383361816 ) & ( 3.353022575378418 < 3.587836980819702 ) & ( 5.752939701080322 < 3.587836980819702 )
EleutherAI/pythia-70m,npi_orc_ever.json,27,( 6.531232833862305 < 8.54223918914795 ) & ( 3.2188477516174316 < 3.223449468612671 ) & ( 6.531232833862305 < 3.223449468612671 )
EleutherAI/pythia-70m,npi_orc_ever.json,28,( 5.444619178771973 < 7.030512809753418 ) & ( 2.778616428375244 < 3.305384635925293 ) & ( 5.444619178771973 < 3.305384635925293 )
EleutherAI/pythia-70m,npi_orc_ever.json,29,( 5.636901378631592 < 8.495133399963379 ) & ( 3.094756603240967 < 3.290069103240967 ) & ( 5.636901378631592 < 3.290069103240967 )
EleutherAI/pythia-70m,npi_orc_ever.json,30,( 5.816293716430664 < 8.547210693359375 ) & ( 2.7418994903564453 < 3.3830437660217285 ) & ( 5.816293716430664 < 3.3830437660217285 )
EleutherAI/pythia-70m,npi_orc_ever.json,31,( 6.413176536560059 < 8.92908763885498 ) & ( 3.6964681148529053 < 3.7713124752044678 ) & ( 6.413176536560059 < 3.7713124752044678 )
EleutherAI/pythia-70m,npi_orc_ever.json,32,( 5.658486366271973 < 8.868783950805664 ) & ( 2.5982511043548584 < 3.062023639678955 ) & ( 5.658486366271973 < 3.062023639678955 )
EleutherAI/pythia-70m,npi_orc_ever.json,33,( 5.943789958953857 < 7.385053634643555 ) & ( 3.519982099533081 < 3.750823974609375 ) & ( 5.943789958953857 < 3.750823974609375 )
EleutherAI/pythia-70m,npi_orc_ever.json,34,( 6.584022045135498 < 9.19565486907959 ) & ( 3.6122114658355713 < 3.5540432929992676 ) & ( 6.584022045135498 < 3.5540432929992676 )
EleutherAI/pythia-70m,npi_orc_ever.json,35,( 6.728301525115967 < 8.555200576782227 ) & ( 3.74979305267334 < 4.001523971557617 ) & ( 6.728301525115967 < 4.001523971557617 )
EleutherAI/pythia-70m,npi_orc_ever.json,36,( 7.187057018280029 < 9.085052490234375 ) & ( 4.349173545837402 < 4.109124183654785 ) & ( 7.187057018280029 < 4.109124183654785 )
EleutherAI/pythia-70m,npi_orc_ever.json,37,( 7.5254058837890625 < 8.657054901123047 ) & ( 3.7541377544403076 < 3.0145111083984375 ) & ( 7.5254058837890625 < 3.0145111083984375 )
EleutherAI/pythia-70m,npi_orc_ever.json,38,( 4.855654716491699 < 7.026656627655029 ) & ( 3.0221948623657227 < 3.246107816696167 ) & ( 4.855654716491699 < 3.246107816696167 )
EleutherAI/pythia-70m,mvrr_mod.json,5,(7.712165832519531 > 2.0595624446868896) & (7.712165832519531 > 7.712165832519531) & ((7.712165832519531 - 2.0595624446868896) > (7.712165832519531 - 2.0595624446868896))
EleutherAI/pythia-70m,mvrr_mod.json,14,(15.517541885375977 > 12.66053581237793) & (15.517541885375977 > 15.23692512512207) & ((15.517541885375977 - 12.66053581237793) > (15.23692512512207 - 12.215569496154785))
EleutherAI/pythia-70m,mvrr_mod.json,19,(14.077291488647461 > 13.47951889038086) & (14.077291488647461 > 14.412919044494629) & ((14.077291488647461 - 13.47951889038086) > (14.412919044494629 - 13.680858612060547))
EleutherAI/pythia-70m,mvrr_mod.json,20,(13.459728240966797 > 15.311508178710938) & (13.459728240966797 > 13.808175086975098) & ((13.459728240966797 - 15.311508178710938) > (13.808175086975098 - 15.560725212097168))
EleutherAI/pythia-70m,mvrr_mod.json,23,(9.095273971557617 > 5.932900428771973) & (9.095273971557617 > 9.427325248718262) & ((9.095273971557617 - 5.932900428771973) > (9.427325248718262 - 5.987661361694336))
EleutherAI/pythia-70m,center_embed.json,3,( 11.600017547607422 + 13.405511856079102 ) < ( 10.473552703857422 + 11.129322052001953 )
EleutherAI/pythia-70m,center_embed.json,5,( 7.385154724121094 + 7.784411430358887 ) < ( 5.793601989746094 + 8.662508010864258 )
EleutherAI/pythia-70m,center_embed.json,9,( 9.970414161682129 + 12.500567436218262 ) < ( 9.710770606994629 + 11.667316436767578 )
EleutherAI/pythia-70m,center_embed.json,19,( 7.590723037719727 + 9.353599548339844 ) < ( 7.252588272094727 + 9.676602363586426 )
EleutherAI/pythia-70m,center_embed.json,21,( 7.4881062507629395 + 11.540776252746582 ) < ( 10.478950500488281 + 7.881400108337402 )
EleutherAI/pythia-70m,center_embed.json,22,( 10.876105308532715 + 7.524863243103027 ) < ( 6.970221519470215 + 10.516448974609375 )
EleutherAI/pythia-70m,center_embed.json,28,( 11.447406768798828 + 12.750710487365723 ) < ( 12.349384307861328 + 10.892274856567383 )
EleutherAI/pythia-70m,fgd-embed4.json,2,(11.875592231750488>11.74179470539093) & (10.546183228492737<10.275192975997925)
EleutherAI/pythia-70m,fgd-embed4.json,3,(9.785285711288452>9.984848499298096) & (10.790587902069092<10.978172302246094)
EleutherAI/pythia-70m,fgd-embed4.json,4,(6.492350220680237>6.77874231338501) & (11.17621648311615<11.449626803398132)
EleutherAI/pythia-70m,fgd-embed4.json,5,(7.349668443202972>7.397792100906372) & (13.12202513217926<13.276055574417114)
EleutherAI/pythia-70m,fgd-embed4.json,7,(8.064858436584473>7.900404930114746) & (10.408377766609192<10.121988832950592)
EleutherAI/pythia-70m,fgd-embed4.json,9,(11.410584926605225>11.522905111312866) & (16.658820152282715<16.506632328033447)
EleutherAI/pythia-70m,fgd-embed4.json,10,(6.523468971252441>6.3558738231658936) & (12.392353773117065<11.482208013534546)
EleutherAI/pythia-70m,fgd-embed4.json,11,(8.815323829650879>8.862743616104126) & (18.208348751068115<18.294598817825317)
EleutherAI/pythia-70m,fgd-embed4.json,14,(11.193146467208862>11.442079067230225) & (14.351680517196655<14.267789363861084)
EleutherAI/pythia-70m,fgd-embed4.json,15,(12.25691032409668>12.495617628097534) & (9.928113043308258<9.825358927249908)
EleutherAI/pythia-70m,fgd-embed4.json,16,(15.476517915725708>15.539491415023804) & (9.582497596740723<9.090500116348267)
EleutherAI/pythia-70m,fgd-embed4.json,17,(13.313987374305725>13.126886129379272) & (13.989590167999268<13.719897270202637)
EleutherAI/pythia-70m,fgd-embed4.json,18,(7.986359596252441>7.5436190366744995) & (9.40010941028595<9.358053088188171)
EleutherAI/pythia-70m,fgd-embed4.json,19,(12.396172001957893>12.554492190480232) & (11.219663918018341<11.813026577234268)
EleutherAI/pythia-70m,fgd-embed4.json,20,(7.708778381347656>7.065005540847778) & (9.75645399093628<9.699027061462402)
EleutherAI/pythia-70m,fgd-embed4.json,21,(10.701189994812012>10.93317699432373) & (14.274486660957336<14.29856789112091)
EleutherAI/pythia-70m,reflexive_src_masc.json,1,( 5.535383224487305 < 5.915388107299805 ) & ( 6.208444595336914 < 4.705392837524414 )
EleutherAI/pythia-70m,reflexive_src_masc.json,6,( 5.876154899597168 < 5.581843376159668 ) & ( 2.241453170776367 < 5.410642623901367 )
EleutherAI/pythia-70m,reflexive_src_masc.json,7,( 7.779892921447754 < 8.072495460510254 ) & ( 3.1344237327575684 < 2.8833250999450684 )
EleutherAI/pythia-70m,reflexive_src_masc.json,11,( 3.9708776473999023 < 3.6752233505249023 ) & ( 7.041857719421387 < 7.344958305358887 )
EleutherAI/pythia-70m,reflexive_src_masc.json,13,( 6.949229717254639 < 6.300181865692139 ) & ( 3.724372386932373 < 5.477424144744873 )
EleutherAI/pythia-70m,reflexive_src_masc.json,16,( 4.355281829833984 < 6.793025970458984 ) & ( 6.812274932861328 < 6.472064971923828 )
EleutherAI/pythia-70m,reflexive_src_masc.json,19,( 4.857570171356201 < 2.717311382293701 ) & ( 7.0756072998046875 < 8.268112182617188 )
EleutherAI/pythia-70m,subordination_pp-pp.json,1,(9.226205825805664 > 9.378928184509277 ) & (37.81772503256798 < 38.65660920739174 )
EleutherAI/pythia-70m,subordination_pp-pp.json,2,(6.877771854400635 > 6.911039352416992 ) & (26.185928225517273 < 28.132761240005493 )
EleutherAI/pythia-70m,subordination_pp-pp.json,3,(6.075131416320801 > 6.730890274047852 ) & (31.368740499019623 < 31.40591037273407 )
EleutherAI/pythia-70m,subordination_pp-pp.json,5,(7.7192487716674805 > 7.789130210876465 ) & (36.86283266544342 < 37.656591296195984 )
EleutherAI/pythia-70m,subordination_pp-pp.json,6,(8.69577693939209 > 8.459776878356934 ) & (47.2863210439682 < 47.23637270927429 )
EleutherAI/pythia-70m,subordination_pp-pp.json,7,(8.261177062988281 > 8.551944732666016 ) & (39.9141571521759 < 39.78785467147827 )
EleutherAI/pythia-70m,subordination_pp-pp.json,8,(8.262075424194336 > 8.968077659606934 ) & (40.87217175960541 < 42.31529700756073 )
EleutherAI/pythia-70m,subordination_pp-pp.json,9,(8.454119682312012 > 8.488197326660156 ) & (43.36909329891205 < 44.92758822441101 )
EleutherAI/pythia-70m,subordination_pp-pp.json,11,(9.76768970489502 > 9.789077758789062 ) & (34.76692044734955 < 35.92058050632477 )
EleutherAI/pythia-70m,subordination_pp-pp.json,12,(6.993590831756592 > 7.197908878326416 ) & (28.81291487812996 < 29.595471277832985 )
EleutherAI/pythia-70m,subordination_pp-pp.json,13,(7.926135063171387 > 8.140823364257812 ) & (37.80303204059601 < 34.766250014305115 )
EleutherAI/pythia-70m,subordination_pp-pp.json,14,(7.910662651062012 > 8.331579208374023 ) & (46.1094651222229 < 49.291983127593994 )
EleutherAI/pythia-70m,subordination_pp-pp.json,15,(7.556619644165039 > 7.570970058441162 ) & (41.735676527023315 < 42.53726387023926 )
EleutherAI/pythia-70m,subordination_pp-pp.json,16,(8.531563758850098 > 8.976279258728027 ) & (33.8100805208087 < 36.40532850474119 )
EleutherAI/pythia-70m,subordination_pp-pp.json,17,(7.7564778327941895 > 7.956852912902832 ) & (30.265881299972534 < 31.66176998615265 )
EleutherAI/pythia-70m,subordination_pp-pp.json,18,(7.841850280761719 > 7.8598952293396 ) & (39.01622608117759 < 40.89967549033463 )
EleutherAI/pythia-70m,subordination_pp-pp.json,20,(8.244166374206543 > 8.329692840576172 ) & (41.442257821559906 < 38.42546063661575 )
EleutherAI/pythia-70m,subordination_pp-pp.json,21,(9.106234550476074 > 9.022562980651855 ) & (49.30973172187805 < 48.994712233543396 )
EleutherAI/pythia-70m,subordination_pp-pp.json,23,(8.144776344299316 > 8.382030487060547 ) & (46.82595777511597 < 47.22421407699585 )
EleutherAI/pythia-70m,subordination_orc-orc.json,1,(8.9607572555542 > 9.306352615356445 ) & (35.815981566905975 < 37.57091483473778 )
EleutherAI/pythia-70m,subordination_orc-orc.json,3,(7.887693881988525 > 8.142111778259277 ) & (32.76896423101425 < 31.934490859508514 )
EleutherAI/pythia-70m,subordination_orc-orc.json,4,(7.2790117263793945 > 7.321342468261719 ) & (34.44216348230839 < 35.55354584753513 )
EleutherAI/pythia-70m,subordination_orc-orc.json,5,(10.094414710998535 > 10.260787963867188 ) & (36.85974431037903 < 37.05890375375748 )
EleutherAI/pythia-70m,subordination_orc-orc.json,6,(8.589544296264648 > 8.674010276794434 ) & (48.74447548389435 < 49.35420370101929 )
